"entity_id","owner_id","type","pid","shared_cost","repair_cost","water_level","temperature"
"house-266","owner-house-266","house","10265","0","500","0","-10"
"heater-266","settlement","heater","20530","0","0","",""
"kettle-266","settlement","kettle","20531","0","0","",""
"civilian-266","settlement","civilian","30265","0","0","",""
"house-267","owner-house-267","house","10266","0","500","0","-9.943231398239732"
"heater-267","settlement","heater","20532","0","0","",""
"kettle-267","settlement","kettle","20533","0","0","",""
"civilian-267","settlement","civilian","30266","0","0","",""
"house-268","owner-house-268","house","10267","0","500","0","-9.10295377788134"
"heater-268","settlement","heater","20534","0","0","",""
"kettle-268","settlement","kettle","20535","0","0","",""
"civilian-268","settlement","civilian","30267","0","0","",""
"house-269","owner-house-269","house","10268","0","500","0","-9.88143854867667"
"heater-269","settlement","heater","20536","0","0","",""
"kettle-269","settlement","kettle","20537","0","0","",""
"civilian-269","settlement","civilian","30268","0","0","",""
"house-270","owner-house-270","house","10269","0","500","0","-9.836908714147285"
"heater-270","settlement","heater","20538","0","0","",""
"kettle-270","settlement","kettle","20539","0","0","",""
"civilian-270","settlement","civilian","30269","0","0","",""
"house-271","owner-house-271","house","10270","0","500","0","-10"
"heater-271","settlement","heater","20540","0","0","",""
"kettle-271","settlement","kettle","20541","0","0","",""
"civilian-271","settlement","civilian","30270","0","0","",""
"house-272","owner-house-272","house","10271","0","500","0","-10"
"heater-272","settlement","heater","20542","0","0","",""
"kettle-272","settlement","kettle","20543","0","0","",""
"civilian-272","settlement","civilian","30271","0","0","",""
"house-273","owner-house-273","house","10272","0","500","0","-9.841378599405289"
"heater-273","settlement","heater","20544","0","0","",""
"kettle-273","settlement","kettle","20545","0","0","",""
"civilian-273","settlement","civilian","30272","0","0","",""
"house-274","owner-house-274","house","10273","0","500","0","-9.222162559977733"
"heater-274","settlement","heater","20546","0","0","",""
"kettle-274","settlement","kettle","20547","0","0","",""
"civilian-274","settlement","civilian","30273","0","0","",""
"house-275","owner-house-275","house","10274","0","500","0","-10"
"heater-275","settlement","heater","20548","0","0","",""
"kettle-275","settlement","kettle","20549","0","0","",""
"civilian-275","settlement","civilian","30274","0","0","",""
"house-276","owner-house-276","house","10275","0","500","0","-9.27624397049658"
"heater-276","settlement","heater","20550","0","0","",""
"kettle-276","settlement","kettle","20551","0","0","",""
"civilian-276","settlement","civilian","30275","0","0","",""
"house-277","owner-house-277","house","10276","0","500","0","-9.491898959502578"
"heater-277","settlement","heater","20552","0","0","",""
"kettle-277","settlement","kettle","20553","0","0","",""
"civilian-277","settlement","civilian","30276","0","0","",""
"house-278","owner-house-278","house","10277","0","500","0","-9.207788842963055"
"heater-278","settlement","heater","20554","0","0","",""
"kettle-278","settlement","kettle","20555","0","0","",""
"civilian-278","settlement","civilian","30277","0","0","",""
"house-279","owner-house-279","house","10278","0","500","0","-9.853090012678877"
"heater-279","settlement","heater","20556","0","0","",""
"kettle-279","settlement","kettle","20557","0","0","",""
"civilian-279","settlement","civilian","30278","0","0","",""
"house-280","owner-house-280","house","10279","0","500","0","-9.930977284442633"
"heater-280","settlement","heater","20558","0","0","",""
"kettle-280","settlement","kettle","20559","0","0","",""
"civilian-280","settlement","civilian","30279","0","0","",""
"house-281","owner-house-281","house","10280","0","500","0","-9.11968863941729"
"heater-281","settlement","heater","20560","0","0","",""
"kettle-281","settlement","kettle","20561","0","0","",""
"civilian-281","settlement","civilian","30280","0","0","",""
"house-282","owner-house-282","house","10281","0","500","0","-10"
"heater-282","settlement","heater","20562","0","0","",""
"kettle-282","settlement","kettle","20563","0","0","",""
"civilian-282","settlement","civilian","30281","0","0","",""
"house-283","owner-house-283","house","10282","0","500","0","-10"
"heater-283","settlement","heater","20564","0","0","",""
"kettle-283","settlement","kettle","20565","0","0","",""
"civilian-283","settlement","civilian","30282","0","0","",""
"house-284","owner-house-284","house","10283","0","500","0","-10"
"heater-284","settlement","heater","20566","0","0","",""
"kettle-284","settlement","kettle","20567","0","0","",""
"civilian-284","settlement","civilian","30283","0","0","",""
"house-285","owner-house-285","house","10284","0","500","0","-9.779925695154816"
"heater-285","settlement","heater","20568","0","0","",""
"kettle-285","settlement","kettle","20569","0","0","",""
"civilian-285","settlement","civilian","30284","0","0","",""
"house-286","owner-house-286","house","10285","0","500","0","-9.487411317415535"
"heater-286","settlement","heater","20570","0","0","",""
"kettle-286","settlement","kettle","20571","0","0","",""
"civilian-286","settlement","civilian","30285","0","0","",""
"house-287","owner-house-287","house","10286","0","500","0","-9.930844761431217"
"heater-287","settlement","heater","20572","0","0","",""
"kettle-287","settlement","kettle","20573","0","0","",""
"civilian-287","settlement","civilian","30286","0","0","",""
"house-288","owner-house-288","house","10287","0","500","0","-9.573712194454856"
"heater-288","settlement","heater","20574","0","0","",""
"kettle-288","settlement","kettle","20575","0","0","",""
"civilian-288","settlement","civilian","30287","0","0","",""
"house-289","owner-house-289","house","10288","0","500","0","-9.309679107740521"
"heater-289","settlement","heater","20576","0","0","",""
"kettle-289","settlement","kettle","20577","0","0","",""
"civilian-289","settlement","civilian","30288","0","0","",""
"house-290","owner-house-290","house","10289","0","500","0","-10"
"heater-290","settlement","heater","20578","0","0","",""
"kettle-290","settlement","kettle","20579","0","0","",""
"civilian-290","settlement","civilian","30289","0","0","",""
"house-291","owner-house-291","house","10290","0","500","0","-10"
"heater-291","settlement","heater","20580","0","0","",""
"kettle-291","settlement","kettle","20581","0","0","",""
"civilian-291","settlement","civilian","30290","0","0","",""
"house-292","owner-house-292","house","10291","0","500","0","-9.191691775573418"
"heater-292","settlement","heater","20582","0","0","",""
"kettle-292","settlement","kettle","20583","0","0","",""
"civilian-292","settlement","civilian","30291","0","0","",""
"house-293","owner-house-293","house","10292","0","500","0","-9.90034800535068"
"heater-293","settlement","heater","20584","0","0","",""
"kettle-293","settlement","kettle","20585","0","0","",""
"civilian-293","settlement","civilian","30292","0","0","",""
"house-294","owner-house-294","house","10293","0","500","0","-9.476377014419995"
"heater-294","settlement","heater","20586","0","0","",""
"kettle-294","settlement","kettle","20587","0","0","",""
"civilian-294","settlement","civilian","30293","0","0","",""
"house-295","owner-house-295","house","10294","0","500","0","-9.914710712619126"
"heater-295","settlement","heater","20588","0","0","",""
"kettle-295","settlement","kettle","20589","0","0","",""
"civilian-295","settlement","civilian","30294","0","0","",""
"house-296","owner-house-296","house","10295","0","500","0","-9.105528568616137"
"heater-296","settlement","heater","20590","0","0","",""
"kettle-296","settlement","kettle","20591","0","0","",""
"civilian-296","settlement","civilian","30295","0","0","",""
"house-297","owner-house-297","house","10296","0","500","0","-10"
"heater-297","settlement","heater","20592","0","0","",""
"kettle-297","settlement","kettle","20593","0","0","",""
"civilian-297","settlement","civilian","30296","0","0","",""
"house-298","owner-house-298","house","10297","0","500","0","-9.77965925366152"
"heater-298","settlement","heater","20594","0","0","",""
"kettle-298","settlement","kettle","20595","0","0","",""
"civilian-298","settlement","civilian","30297","0","0","",""
"house-299","owner-house-299","house","10298","0","500","0","-9.679403742775321"
"heater-299","settlement","heater","20596","0","0","",""
"kettle-299","settlement","kettle","20597","0","0","",""
"civilian-299","settlement","civilian","30298","0","0","",""
"house-300","owner-house-300","house","10299","0","500","0","-9.70273516268935"
"heater-300","settlement","heater","20598","0","0","",""
"kettle-300","settlement","kettle","20599","0","0","",""
"civilian-300","settlement","civilian","30299","0","0","",""
"xenomorph-1","settlement","xenomorph","40000","0","0","",""
"xenomorph-2","settlement","xenomorph","40001","0","0","",""
"xenomorph-3","settlement","xenomorph","40002","0","0","",""
"xenomorph-4","settlement","xenomorph","40003","0","0","",""
"xenomorph-5","settlement","xenomorph","40004","0","0","",""
"xenomorph-6","settlement","xenomorph","40005","0","0","",""
"xenomorph-7","settlement","xenomorph","40006","0","0","",""
"xenomorph-8","settlement","xenomorph","40007","0","0","",""
"power-1","settlement","power_node","90001","0","0","",""
"power-2","settlement","power_node","90002","0","0","",""
